cust_id,label
758,0.14865218
760,0.05522039
765,0.12651838
771,0.072680466
772,0.07879483
773,0.072225
776,0.13997108
777,0.18880548
779,0.032537326
780,0.08242533
784,0.09001863
787,0.05362111
789,0.112832345
790,0.17112845
794,0.2740859
805,0.44633234
817,0.08362579
819,0.12127652
822,0.06046781
823,0.28016642
828,0.17466493
833,0.102278225
834,0.10444677
839,0.15644334
851,0.2377923
853,0.119444035
857,0.043910865
865,0.10648324
866,0.08358219
874,0.16191448
882,0.110993706
883,0.08889866
887,0.079043925
888,0.044464517
890,0.047182545
896,0.05948491
899,0.10531494
902,0.07511323
905,0.08562913
911,0.03102767
915,0.081872255
916,0.056577694
920,0.08962035
925,0.1011497
929,0.12787224
931,0.2170045
933,0.0916419
936,0.102756105
939,0.1719803
941,0.058059182
944,0.047617733
947,0.21805923
951,0.11544021
952,0.1374697
956,0.078647666
957,0.14153178
962,0.10901775
972,0.38352036
975,0.124946915
978,0.021123178
982,0.07229429
986,0.05786353
989,0.02175006
992,0.05342184
996,0.036322024
997,0.20974202
1001,0.073248036
1006,0.070804045
1012,0.055042773
1014,0.12733957
1021,0.05818871
1024,0.2563689
1025,0.04412232
1026,0.32994726
1028,0.07381045
1034,0.041572604
1038,0.042971153
1039,0.0851771
1040,0.3486832
1041,0.049080122
1042,0.09420479
1044,0.11271525
1045,0.3040537
1048,0.09740286
1053,0.15581557
1054,0.20429951
1056,0.07870982
1057,0.09520478
1058,0.18430646
1060,0.09456569
1062,0.12823176
1066,0.2503189
1068,0.16938321
1077,0.084024884
1078,0.3576038
1082,0.10962429
1091,0.04295464
1098,0.21497113
1103,0.13532406
1104,0.0686678
1107,0.1278112
1108,0.070545256
1110,0.078714095
1117,0.09641144
1120,0.042072017
1132,0.098747015
1134,0.02838176
1141,0.10953944
1145,0.024212621
1146,0.049201343
1148,0.12853323
1151,0.2029738
1155,0.14461158
1156,0.12729736
1164,0.062811874
1172,0.22287364
1192,0.34598765
1193,0.11179041
1195,0.314495
1198,0.06871462
1199,0.19482793
1201,0.13467515
1202,0.08948204
1214,0.12748292
1216,0.24394768
1224,0.016978592
1225,0.14391822
1230,0.059125584
1237,0.13671435
1238,0.05505499
1242,0.33349195
1243,0.33392203
1244,0.13441475
1245,0.22178583
1246,0.041855127
1249,0.05881493
1254,0.09608007
1256,0.043099333
1257,0.04820673
1260,0.12126865
1263,0.06392348
1266,0.20662224
1279,0.16397882
1284,0.05827235
1291,0.151494
1302,0.06596035
1305,0.023103239
1308,0.098584175
1320,0.16514812
1332,0.022968484
1333,0.04740618
1335,0.27916774
1343,0.11009091
1344,0.10365633
1345,0.23009978
1346,0.112589
1349,0.15590443
1350,0.09779916
1351,0.046404168
1356,0.057300042
1357,0.07789734
1360,0.072571054
1369,0.07545902
1375,0.288946
1376,0.11217285
1377,0.0694334
1379,0.038953323
1382,0.11907301
1385,0.29062292
1390,0.11721321
1397,0.048009377
1398,0.106996685
1416,0.04876305
1417,0.054242644
1426,0.1846581
1432,0.299513
1435,0.2131406
1437,0.06898306
1438,0.066496044
1448,0.07480868
1450,0.08233691
1451,0.04093607
1453,0.21365483
1458,0.12372694
1459,0.16859704
1460,0.08531568
1465,0.12944168
1469,0.40341172
1472,0.050188348
1473,0.086541
1475,0.1523781
1476,0.16170694
1480,0.061617095
1487,0.11184535
1491,0.08606885
1495,0.46829367
1505,0.1244058
1506,0.0596865
1507,0.08584875
1508,0.07991363
1510,0.03491452
1513,0.06669753
1516,0.046339065
1517,0.17688774
1521,0.029394353
1528,0.12907521
1530,0.10124653
1532,0.057198647
1534,0.10800319
1535,0.1381692
1537,0.12838496
1543,0.12420833
1548,0.19151664
1550,0.13294213
1553,0.08522906
1556,0.08598679
1559,0.13060817
1564,0.10585029
1565,0.026496926
1568,0.24320638
1574,0.06264911
1586,0.13828765
1587,0.1530175
1589,0.077021144
1597,0.09818684
1599,0.041030016
1602,0.12559411
1610,0.13712291
1613,0.21806113
1618,0.08831316
1619,0.045207407
1622,0.3674287
1630,0.048477292
1632,0.037841458
1636,0.27454853
1641,0.071124755
1652,0.10540899
1653,0.10751668
1654,0.17701864
1664,0.34010068
1674,0.15240195
1675,0.26180023
1676,0.11625185
1677,0.1301902
1678,0.36639237
1679,0.11790627
1682,0.059064064
1687,0.06396017
1688,0.12617572
1689,0.15200074
1692,0.06668177
1694,0.070588015
1696,0.060913492
1703,0.27473995
1707,0.14534216
1708,0.06703511
1715,0.044660192
1716,0.14554952
1717,0.12872557
1722,0.22258097
1725,0.08666099
1731,0.04467751
1734,0.09717846
1735,0.15343362
1740,0.18201125
1741,0.08259761
1742,0.20337932
1743,0.13904558
1744,0.07279729
1746,0.37261572
1747,0.11479949
1748,0.04068503
1754,0.27242458
1758,0.059940666
1759,0.08188278
1760,0.12406816
1765,0.12234614
1766,0.12710017
1767,0.3027395
1777,0.12524557
1780,0.041322798
1783,0.1086073
1784,0.13172524
1785,0.07445427
1786,0.077451386
1787,0.42144093
1788,0.08840486
1790,0.13291764
1792,0.1880609
1794,0.069653556
1799,0.06336958
1800,0.076204866
1805,0.27732587
1806,0.10266911
1808,0.057780653
1818,0.38469145
1819,0.13982554
1820,0.040886063
1821,0.22314797
1823,0.041457735
1824,0.32242033
1830,0.046386812
1831,0.054159123
1833,0.20746632
1836,0.06616618
1841,0.20728494
1846,0.14984256
1849,0.16779439
1851,0.08264831
1852,0.070606925
1856,0.59685045
1875,0.07414505
1878,0.0799292
1885,0.052025694
1890,0.08807724
1895,0.26528004
1897,0.1092953
1901,0.04531862
1906,0.1044287
1914,0.1500585
1928,0.15504564
1929,0.23999648
1930,0.050090004
1934,0.436416
1943,0.047252294
1950,0.10793817
1952,0.5302915
1953,0.053678345
1956,0.12929745
1957,0.095579736
1958,0.048170477
1961,0.20100169
1962,0.14797594
1964,0.10181335
1965,0.101432145
1968,0.06574287
1972,0.12568066
1974,0.14194804
1977,0.23542571
1989,0.14902808
1990,0.19878499
1992,0.122285746
1996,0.114317745
1998,0.077753104
2001,0.023360858
2007,0.18284035
2009,0.1261899
2010,0.075181544
2015,0.09942305
2016,0.252372
2021,0.09315959
2024,0.102134325
2026,0.09145033
2027,0.08750588
2028,0.06795871
2029,0.104482315
2031,0.07619182
2032,0.07407553
2033,0.074495755
2034,0.30364203
2036,0.11481535
2040,0.19400246
2041,0.15654714
2043,0.062979825
2044,0.14992024
2045,0.103647776
2047,0.071254045
2049,0.06372821
2053,0.1391352
2054,0.22649968
2062,0.07980144
2063,0.12711231
2064,0.0779847
2068,0.14869066
2070,0.14302157
2075,0.036402177
2077,0.13469946
2079,0.060154784
2081,0.07700088
2086,0.079455815
2087,0.090112306
2089,0.070787065
2091,0.25533393
2097,0.34559074
2109,0.026449537
2113,0.10657958
2115,0.3913301
2116,0.05084623
2120,0.14685704
2121,0.14885955
2128,0.109484434
2137,0.07849871
2146,0.14346586
2160,0.035456896
2164,0.18919165
2165,0.03835496
2166,0.36886677
2168,0.21345584
2169,0.13981895
2170,0.07208675
2176,0.21485789
2177,0.06608218
2180,0.084924676
2183,0.07975878
2192,0.09396335
2193,0.059499264
2194,0.13760571
2198,0.04480448
2199,0.18353319
2201,0.11501557
2202,0.0715775
2208,0.30914178
2213,0.012370315
2214,0.24423122
2219,0.1443581
2232,0.07013301
2233,0.15078937
2238,0.039162856
2245,0.02471856
2247,0.0391679
2248,0.18501763
2249,0.04441887
2251,0.081428126
2257,0.025648348
2258,0.12438325
2259,0.21673559
2260,0.053149004
2263,0.1491356
2272,0.22420084
2275,0.034138456
2276,0.05884974
2283,0.095696986
2290,0.088116966
2292,0.016409935
2293,0.10775664
2295,0.3312358
2298,0.14199214
2300,0.10165443
2305,0.050559714
2306,0.33593002
2308,0.22356828
2314,0.023469815
2317,0.06199488
2318,0.12586917
2322,0.05112669
2323,0.14902237
2327,0.056278873
2328,0.09191563
2329,0.12279125
2332,0.15774374
2335,0.11220177
2339,0.1594978
2341,0.08256036
2343,0.27210817
2346,0.057772774
2355,0.08485132
2356,0.18203533
2358,0.023688072
2360,0.2502264
2361,0.07823933
2363,0.085517876
2366,0.17996638
2368,0.107482195
2370,0.040849265
2371,0.07205882
2373,0.14151843
2377,0.04987988
2380,0.09423855
2381,0.0664077
2383,0.055019427
2386,0.044136364
2387,0.20792298
2388,0.14856969
2389,0.14203183
2392,0.3435031
2395,0.056614265
2397,0.038649753
2399,0.09228763
2402,0.036986586
2404,0.15879996
2410,0.06793765
2413,0.12891476
2420,0.16886191
2421,0.041395087
2424,0.27432355
2428,0.12497884
2429,0.28789303
2431,0.07113898
2432,0.19235657
2435,0.028137743
2437,0.103352316
2439,0.23616004
2440,0.18686144
2444,0.19418545
2449,0.07202794
2451,0.13979602
2453,0.25032687
2466,0.06285405
2468,0.07287293
2481,0.3689153
2483,0.09880068
2485,0.16744633
2487,0.078209884
2488,0.119501166
2489,0.32595387
2493,0.08100148
2495,0.05791661
2496,0.16635121
2499,0.06202042
2503,0.08717739
2504,0.0572805
2507,0.116880976
2515,0.20291233
2516,0.11757469
2517,0.16301133
2518,0.21276067
2523,0.019542942
2524,0.21182765
2540,0.11627128
2541,0.0705455
2551,0.2320822
2555,0.28530747
2556,0.041926187
2557,0.060605165
2560,0.19018675
2567,0.20408285
2570,0.033541888
2579,0.09553652
2581,0.29762927
2582,0.19962008
2588,0.10916618
2590,0.25538793
2592,0.09963548
2595,0.03317823
2600,0.28796777
2604,0.12280195
2605,0.08851791
2606,0.08955797
2607,0.04871567
2610,0.07207363
2612,0.08913475
2613,0.20043236
2616,0.07986246
2622,0.2860932
2623,0.045645226
2628,0.101484545
2629,0.07015958
2633,0.082879804
2639,0.085549556
2644,0.026297048
2648,0.16891478
2658,0.03881425
2663,0.08028153
2664,0.11374714
2665,0.10113052
2669,0.14199501
2671,0.118074454
2673,0.038554512
2678,0.07266985
2680,0.0538857
2686,0.1374849
2691,0.07618249
2694,0.18241405
2696,0.041962832
2712,0.16822203
2727,0.05970639
2732,0.18749063
2736,0.12943679
2740,0.26250803
2745,0.15653001
2749,0.044476572
2750,0.19708396
2755,0.057696987
2758,0.046755876
2766,0.12745251
2777,0.028779192
2785,0.23651184
2786,0.067872815
2789,0.1170027
2790,0.08734417
2797,0.18191761
2799,0.02856659
2807,0.06682646
2809,0.071604766
2811,0.039420437
2813,0.23420341
2815,0.04634128
2820,0.14289488
2823,0.058884468
2825,0.18163526
2829,0.03572635
2838,0.15930118
2839,0.08062512
2842,0.145321
2843,0.045650333
2855,0.043724474
2859,0.1030217
2863,0.086925834
2864,0.161129
2871,0.121985234
2874,0.07409825
2876,0.13322492
2877,0.31485403
2878,0.123627044
2879,0.075517185
2883,0.047914144
2888,0.12891793
2889,0.21945114
2896,0.17452039
2897,0.107598685
2902,0.12142316
2903,0.18209584
2904,0.19506474
2907,0.067563646
2909,0.18842989
2911,0.1108915
2916,0.16257326
2917,0.05017872
2924,0.22167663
2925,0.14306605
2926,0.04783101
2929,0.071715884
2933,0.041458618
2936,0.09230348
2938,0.13637568
2941,0.04696464
2956,0.058400143
2959,0.18468495
2961,0.12733072
2966,0.14133726
2970,0.15573065
2974,0.07409615
2982,0.18506901
2986,0.074950255
2988,0.0277823
2994,0.20099388
2996,0.0633248
2997,0.09255699
2999,0.2941165
3006,0.19679487
3009,0.05212691
3012,0.08250389
3016,0.07657064
3018,0.091747135
3022,0.10830933
3023,0.10940692
3024,0.04640749
3030,0.15004073
3035,0.15140896
3036,0.16826193
3038,0.08947643
3040,0.020547241
3041,0.14549272
3043,0.042857945
3045,0.14130731
3049,0.2580218
3056,0.32673976
3059,0.11676871
3060,0.15969084
3061,0.11852739
3063,0.07262062
3073,0.12064054
3074,0.13965042
3075,0.16043963
3078,0.03086973
3082,0.13260417
3088,0.07105906
3093,0.05953145
3096,0.16940832
3097,0.09499497
3099,0.105376296
3101,0.051398247
3102,0.14036703
3105,0.12976968
3109,0.13723765
3110,0.28232524
3114,0.1491469
3120,0.2883512
3122,0.12864046
3130,0.07889145
3131,0.35894144
3132,0.033010237
3139,0.12516522
3140,0.10463473
3141,0.17656974
3143,0.032205835
3148,0.0618958
3149,0.08626661
3155,0.062895186
3157,0.08817419
3158,0.043198694
3162,0.21845336
3167,0.053719986
3168,0.040103722
3174,0.092467755
3175,0.09029326
3181,0.2687296
3184,0.33774647
3185,0.0701635
3188,0.03840491
3190,0.06406196
3192,0.08593604
3194,0.074392855
3195,0.2373922
3200,0.27580085
3211,0.124765635
3215,0.36956605
3218,0.20628804
3221,0.18582237
3222,0.118033074
3225,0.14182799
3229,0.06634023
3234,0.09918056
3236,0.13531964
3250,0.046795275
3254,0.05149306
3255,0.070055634
3258,0.22104491
3261,0.07021619
3264,0.04085535
3267,0.09183701
3275,0.084082626
3283,0.056404274
3284,0.34969112
3289,0.082835816
3292,0.03468818
3294,0.10388658
3296,0.2217481
3297,0.071259685
3299,0.14259617
3307,0.054950625
3308,0.09458864
3310,0.30237272
3314,0.39664316
3317,0.059001286
3318,0.08202147
3327,0.12401003
3331,0.113449395
3333,0.106738955
3335,0.0242683
3338,0.058653597
3346,0.050512183
3347,0.21876504
3353,0.12640388
3360,0.173751
3363,0.036718328
3375,0.22598006
3381,0.14817259
3389,0.0734565
3392,0.19226532
3393,0.050014574
3396,0.0829866
3402,0.24747662
3421,0.101174355
3430,0.077884056
3431,0.10940156
3437,0.18445134
3441,0.20588428
3443,0.095142245
3444,0.05867189
3450,0.15818135
3454,0.062751696
3455,0.08966172
3456,0.17641844
3463,0.11916266
3469,0.07917784
3470,0.08436674
3471,0.051710486
3473,0.14412999
3475,0.15411998
3478,0.19937287
3480,0.08609265
3483,0.09641286
3490,0.1441458
3492,0.065655716
3493,0.045393873
3498,0.19189401
3502,0.07854625
3503,0.12266895
3508,0.065586716
3510,0.06031263
3529,0.050258804
3530,0.15341161
3537,0.061195016
3541,0.3077692
3543,0.15457262
3545,0.03287507
3546,0.020901205
3547,0.06496505
3554,0.105536886
3555,0.24973898
3557,0.055439036
3558,0.12201339
3565,0.26197097
3567,0.27468002
3571,0.13654584
3572,0.24618416
3575,0.2167338
3579,0.18289001
3580,0.10311531
3597,0.11257937
3603,0.33700272
3604,0.11830155
3605,0.089590065
3607,0.03843556
3616,0.15545465
3619,0.06338974
3620,0.21527116
3624,0.038942557
3626,0.075908996
3629,0.38283658
3630,0.09252038
3635,0.12551583
3639,0.23489618
3642,0.10473915
3643,0.03145823
3646,0.12885003
3648,0.04116896
3649,0.060382206
3653,0.11261662
3654,0.1414767
3661,0.10462016
3666,0.049028385
3667,0.12782614
3669,0.05569462
3670,0.11950161
3671,0.19919379
3675,0.15009569
3688,0.12727748
3689,0.1941803
3690,0.13251084
3693,0.11670356
3695,0.09510142
3703,0.07272523
3708,0.069319375
3710,0.12547372
3712,0.040246006
3714,0.108105324
3721,0.1256162
3723,0.20333643
3745,0.03742797
3747,0.06644351
3748,0.23316903
3753,0.25742003
3756,0.13982545
3759,0.24305414
3760,0.03390113
3763,0.035502743
3766,0.12145457
3768,0.07572602
3770,0.11999408
3771,0.04718554
3773,0.124068595
3775,0.048789192
3777,0.09377712
3782,0.097826295
3784,0.08733032
3787,0.14627053
3797,0.14884408
3798,0.18603678
3804,0.06029969
3806,0.054202482
3808,0.018490307
3811,0.087387115
3817,0.09636161
3818,0.05612169
3819,0.041811716
3826,0.10201325
3827,0.051257372
3836,0.030754099
3838,0.10352189
3846,0.04462865
3850,0.04983887
3853,0.1466663
3861,0.087672584
3866,0.0660966
3879,0.11257625
3881,0.04465373
3884,0.30569652
3886,0.035459742
3891,0.06704236
3894,0.16137877
3901,0.10761269
3902,0.23039062
3903,0.15676071
3904,0.09681991
3914,0.11645558
3915,0.0545373
3918,0.14025111
3921,0.1178923
3925,0.06701564
3940,0.080841504
3943,0.01987798
3944,0.038575035
3946,0.03274475
3951,0.08163684
3955,0.08343407
3958,0.26746538
3959,0.31843707
3962,0.26011088
3963,0.09020007
3967,0.07038385
3973,0.08827779
3978,0.19261841
3979,0.0815898
3981,0.12517397
3982,0.077215545
3983,0.108054936
3986,0.0866384
3989,0.091545366
3990,0.13392256
3991,0.10407851
3995,0.049872804
3996,0.3295749
3998,0.12621965
4000,0.4703946
4002,0.13696252
4003,0.11609926
4014,0.24893497
4020,0.09741322
4024,0.27328834
4027,0.09406468
4029,0.10538279
4031,0.15918261
4037,0.09949567
4039,0.10959345
4042,0.10383016
4044,0.0781113
4051,0.069675796
4053,0.16523771
4059,0.09875744
4061,0.2283731
4062,0.16972739
4069,0.093281694
4073,0.065262645
4074,0.16425411
4075,0.04230915
4078,0.07103768
4080,0.13308997
4083,0.04629362
4084,0.07568842
4086,0.07620985
4089,0.15900825
4094,0.07705929
4098,0.2409854
4099,0.04037303
4101,0.05836156
4103,0.049613014
4104,0.07392487
4109,0.07715064
4111,0.07167229
4112,0.06450824
4115,0.20128141
4117,0.20347393
4119,0.15734926
4121,0.0953905
4124,0.0544388
4125,0.09465736
4126,0.17344125
4130,0.022209562
4133,0.32502022
4137,0.073661976
4149,0.07544091
4151,0.045037705
4154,0.14358078
4157,0.08246062
4164,0.153981
4166,0.059629213
4172,0.24308169
4179,0.05938579
4183,0.056766342
4187,0.31873962
4193,0.091184
4194,0.092809804
4198,0.23857784
4200,0.13893175
4207,0.07787956
4209,0.196015
4213,0.068067044
4215,0.107111454
4217,0.09076116
4218,0.078441314
4219,0.10777844
4220,0.021038935
4235,0.17549752
4243,0.06809323
4248,0.29680455
4251,0.032170583
4263,0.102828
4265,0.18921451
4268,0.20371677
4273,0.040961806
4285,0.15864462
4292,0.061706778
4301,0.18816133
4316,0.0513712
4317,0.12440783
4320,0.046705153
4321,0.13345712
4322,0.11073329
4323,0.13575177
4326,0.24057974
4336,0.2295117
4338,0.1902833
4340,0.17899697
4342,0.06723431
4345,0.0414158
4346,0.055932928
4349,0.1285981
4360,0.24521422
4363,0.055779453
4365,0.10237834
4373,0.07703427
4375,0.24096243
4376,0.12085243
4378,0.045205247
4379,0.09528098
4380,0.1669036
4381,0.18985629
4387,0.1223155
4388,0.09141616
4389,0.046235237
4402,0.13484764
4403,0.07028981
4410,0.09809682
4414,0.03550235
4415,0.14134912
4421,0.18485415
4423,0.12309623
4426,0.21217547
4428,0.10376415
4429,0.1473064
4430,0.02611954
4434,0.11465285
4438,0.103901915
4439,0.09392065
4440,0.38613555
4441,0.11702184
4443,0.10147646
4444,0.09272786
4453,0.24947165
4455,0.086094715
4461,0.050346483
4465,0.07197539
4470,0.051343348
4471,0.08102595
4472,0.049717154
4490,0.27901363
4491,0.08424439
4492,0.07165922
4504,0.07917148
4506,0.21749838
4510,0.044940025
4518,0.060336143
4535,0.029815113
4539,0.04387931
4548,0.029230043
4550,0.14014144
4555,0.41041788
4557,0.026468722
4559,0.051642578
4563,0.107514374
4565,0.117988534
4570,0.14766555
4572,0.085995525
4574,0.049165994
4575,0.14216886
4577,0.07915018
4584,0.11971229
4585,0.07041031
4586,0.03912789
4587,0.28255725
4589,0.20551609
4593,0.16442996
4598,0.08999387
4604,0.12901615
4605,0.09324207
4608,0.12921196
4610,0.18939169
4614,0.1263603
4622,0.14063513
4628,0.17168124
4633,0.14499609
4636,0.15838225
4639,0.115770765
4640,0.14940816
4641,0.045491993
4645,0.06404241
4646,0.10769235
4648,0.07165539
4652,0.09911374
4655,0.079542406
4657,0.098586805
4661,0.05993046
4662,0.031261764
4663,0.11337778
4664,0.18806273
4665,0.17998694
4666,0.28007764
4668,0.02344089
4670,0.06880221
4671,0.10899994
4673,0.1270662
4674,0.1256207
4678,0.21364708
4683,0.036442574
4684,0.03450315
4686,0.19486852
4688,0.04670309
4690,0.10188695
4691,0.26167396
4692,0.1942199
4697,0.11863354
4702,0.078755595
4703,0.24391128
4704,0.06951571
4705,0.047702063
4709,0.046814114
4712,0.09096017
4714,0.16814363
4715,0.24293472
4716,0.17679761
4718,0.13667937
4719,0.14105715
4721,0.10767641
4733,0.096313894
4737,0.049845073
4745,0.05695642
4746,0.11382047
4748,0.048089
4752,0.050831247
4753,0.0686593
4754,0.074657135
4759,0.45012522
4761,0.114489526
4769,0.13348256
4770,0.20734645
4773,0.05659092
4779,0.13969685
4785,0.09289054
4786,0.07554054
4788,0.19219948
4791,0.096628726
4792,0.03166117
4794,0.24884097
4795,0.1366962
4801,0.40552437
4803,0.14011738
4817,0.10936069
4819,0.07259056
4823,0.2506677
4824,0.29776487
4827,0.24033125
4830,0.116055496
4831,0.06259611
4835,0.44116995
4837,0.2919202
4838,0.1372074
4840,0.12752879
4843,0.041452423
4846,0.06536345
4847,0.21084166
4849,0.17101616
4859,0.034364965
4860,0.052375168
4864,0.08562044
4868,0.21161044
4870,0.1361271
4871,0.11789668
4873,0.12637621
4876,0.08633081
4882,0.07064956
4887,0.069264345
4888,0.055926878
4894,0.08607906
4895,0.06407902
4898,0.4306543
4900,0.08456681
4906,0.102252625
4907,0.12378538
4910,0.10405606
4917,0.083159216
4922,0.10778687
4926,0.068472795
4928,0.1871653
4933,0.12848747
4935,0.15015703
4937,0.06421287
4941,0.20164281
4945,0.05389988
4948,0.056524187
4953,0.06440669
4955,0.1486425
4957,0.026369715
4958,0.13472205
4960,0.046860803
4964,0.17574584
4965,0.27679637
4969,0.15465729
4972,0.21252783
4974,0.09934237
4979,0.15827294
4983,0.11579448
4986,0.073653236
4990,0.18841243
4991,0.07285286
4993,0.11590487
4996,0.2999426
4999,0.04774796
5001,0.09467572
5003,0.19541018
5007,0.054438394
5015,0.09338377
5017,0.07176918
5019,0.047636498
5022,0.10946521
5026,0.06606681
5029,0.08528986
5035,0.08929374
5036,0.24639852
5038,0.111984104
5040,0.26772177
5045,0.10390673
5046,0.19894612
5049,0.08842933
5057,0.10319993
5061,0.10108309
5063,0.071500205
5065,0.0979506
5066,0.059002027
5070,0.0285296
5071,0.13281898
5072,0.112146646
5076,0.17671579
5079,0.055997882
5080,0.09196472
5084,0.06464422
5085,0.10942721
5086,0.1340275
5092,0.07635468
5096,0.045071896
5097,0.09453323
5098,0.069563925
5108,0.03626038
5117,0.051976155
5124,0.07987834
5125,0.082241
5126,0.16292667
5130,0.09203038
5131,0.17294343
5132,0.07117224
5139,0.039399747
5144,0.2786739
5147,0.2282479
5154,0.04841457
5155,0.1922004
5159,0.08822749
5163,0.07295271
5164,0.075077035
5166,0.08327978
5168,0.1309268
5169,0.07549083
5175,0.14683007
5177,0.25224042
5178,0.042482134
5180,0.22735699
5184,0.07809913
5185,0.28250661
5190,0.07272136
5196,0.091367185
5198,0.12098819
5208,0.25003445
5209,0.083736755
5217,0.20222558
5220,0.13398375
5221,0.10024651
5223,0.16589391
5225,0.035952177
5232,0.13959421
5234,0.111851074
5239,0.25125113
5240,0.1076338
5241,0.06557401
5243,0.10007671
5246,0.16345513
5258,0.11232557
5261,0.10463726
5263,0.15074264
5268,0.21670742
5270,0.10000676
5272,0.18123977
5273,0.07939196
5274,0.09804637
5281,0.14366819
5288,0.03755409
5289,0.16262174
5290,0.16210394
5291,0.14921731
5293,0.17126203
5298,0.063774906
5316,0.116246454
5317,0.050252303
5323,0.041484732
5325,0.07365696
5330,0.20701884
5333,0.11423603
5336,0.064051695
5337,0.06878549
5338,0.14372082
5339,0.10164935
5341,0.21661001
5342,0.11376619
5348,0.076067924
5351,0.1721196
5353,0.022312611
5354,0.05937137
5360,0.025363194
5369,0.05387364
5372,0.040564753
5375,0.23888867
5390,0.066104345
5392,0.31637594
5397,0.03957994
5401,0.11670247
5409,0.11014626
5410,0.16352533
5413,0.11064265
5414,0.15171246
5418,0.051155407
5422,0.03979195
5429,0.16951615
5438,0.15804853
5445,0.13119204
5446,0.123482786
5447,0.0601344
5455,0.052332286
5465,0.047314715
5473,0.046884876
5475,0.22051857
5479,0.15636271
5488,0.06910416
5495,0.18694396
5497,0.14166576
5499,0.04405762
5504,0.044047136
5507,0.10014776
5509,0.09318135
5511,0.1855098
5517,0.26443997
5521,0.23123121
5523,0.10180718
5528,0.31773403
5540,0.08745029
5542,0.09324794
5547,0.3133018
5552,0.112001814
5553,0.09257853
5556,0.17866164
5560,0.026463265
5563,0.11157777
5579,0.07592079
5582,0.089693256
5583,0.15277968
5588,0.24769838
5592,0.07450117
5594,0.0468062
5596,0.072779484
5598,0.14082795
5599,0.18972977
5600,0.060143802
5602,0.20183188
5604,0.04024949
