cust_id,province,industry,scope
580,0,229,433
581,9,230,8
582,9,99,434
583,1,81,8
584,5,8,8
585,11,118,435
586,8,200,436
587,24,29,8
588,4,12,8
589,10,8,437
590,5,8,438
591,4,231,439
592,17,41,440
593,0,138,441
594,11,232,8
595,0,7,442
596,5,233,443
597,0,234,444
598,30,8,8
599,5,10,445
600,5,66,446
601,17,235,447
602,15,236,448
603,9,12,8
604,6,217,449
605,8,57,450
606,11,8,451
607,0,131,452
608,0,237,453
609,29,227,454
610,0,238,455
611,8,239,456
612,25,41,457
613,11,56,458
614,0,177,459
615,29,72,460
616,5,240,461
617,18,1,462
618,11,241,8
619,0,57,463
620,17,27,8
621,2,242,464
622,25,243,465
623,25,244,466
624,8,17,467
625,0,245,468
626,7,217,8
627,18,246,469
628,17,52,470
629,12,175,8
630,5,110,8
631,17,12,471
632,5,116,472
633,5,47,473
634,0,111,8
635,10,99,474
636,14,99,8
637,17,247,8
638,15,74,8
639,9,41,475
640,24,25,8
641,14,86,476
642,0,208,477
643,13,5,478
644,17,217,479
645,24,248,480
646,15,249,481
647,0,250,8
648,9,9,482
649,14,27,483
650,14,27,483
651,0,193,484
652,0,107,485
653,5,24,486
654,8,61,487
655,17,17,178
656,4,89,488
657,1,217,489
658,11,251,8
659,7,11,490
660,27,45,8
661,11,10,491
662,11,252,492
663,25,253,493
664,25,27,494
665,12,56,495
666,14,76,8
667,0,108,496
668,18,70,497
669,12,186,498
670,1,9,499
671,25,254,500
672,19,1,501
673,25,126,8
674,13,61,502
675,27,255,503
676,17,256,504
677,15,27,505
678,22,8,8
679,11,31,506
680,8,17,15
681,0,56,507
682,24,61,508
683,4,257,509
684,0,130,510
685,0,258,511
686,6,60,8
687,1,113,512
688,3,259,513
689,1,59,514
690,11,130,8
691,17,28,515
692,4,1,516
693,0,260,517
694,23,261,518
695,8,262,519
696,0,136,8
697,25,263,520
698,0,2,521
699,20,7,522
700,5,264,8
701,12,265,8
702,0,266,523
703,25,44,524
704,23,149,525
705,18,214,526
706,1,61,527
707,8,12,528
708,1,28,529
709,3,251,8
710,7,267,530
711,13,164,8
712,1,27,531
713,4,268,532
714,4,269,533
715,0,206,8
716,3,61,534
717,9,81,8
718,8,270,535
719,8,61,8
720,20,2,536
721,28,60,8
722,13,188,537
723,25,271,538
724,17,41,539
725,24,12,540
726,4,110,541
727,28,9,542
728,11,254,543
729,19,36,8
730,0,128,544
731,21,12,545
732,0,68,8
733,7,178,546
734,11,33,8
735,5,272,547
736,4,40,548
737,24,223,8
738,11,95,549
739,2,99,550
740,5,110,8
741,0,166,551
742,0,273,552
743,8,94,8
744,14,129,553
745,3,274,554
746,10,116,555
747,8,275,8
748,24,8,556
749,19,17,8
750,17,110,8
751,0,276,557
752,18,37,558
753,25,41,8
754,1,277,559
755,0,111,560
756,6,7,561
757,1,76,562
758,0,12,563
759,11,278,564
760,19,141,565
761,14,110,8
762,17,60,566
763,15,209,567
764,17,213,8
765,5,56,568
766,24,41,8
767,21,259,569
768,11,7,570
769,30,27,8
770,17,13,571
771,7,71,572
772,18,15,573
773,0,279,574
774,7,280,8
775,27,281,575
776,11,12,576
777,7,40,577
778,8,29,578
779,6,43,579
780,0,46,580
781,6,61,581
782,6,53,582
783,0,99,8
784,17,252,583
785,24,46,8
786,15,282,584
787,25,41,585
788,4,12,586
789,30,12,587
790,8,31,588
791,8,12,8
792,11,251,589
793,0,283,8
794,5,8,590
795,20,284,591
796,11,267,592
797,2,80,8
798,24,15,8
799,22,61,593
800,22,8,594
801,7,27,595
802,28,208,8
803,20,42,596
804,0,285,597
805,5,31,598
806,28,217,599
807,0,42,600
808,17,56,8
809,0,11,601
810,11,125,8
811,19,86,602
812,8,99,603
813,24,9,8
814,0,210,604
815,8,286,605
816,22,7,8
817,11,41,606
818,25,27,8
819,17,62,607
820,0,261,608
821,21,80,609
822,20,66,245
823,4,41,610
824,5,94,8
825,15,287,611
826,17,27,328
827,5,56,8
828,25,288,612
829,4,24,8
830,22,41,613
831,4,41,614
832,8,5,615
833,2,116,616
834,11,289,617
835,5,110,8
836,7,282,618
837,26,27,8
838,17,120,619
839,0,61,620
840,12,7,8
841,15,2,8
842,11,290,8
843,11,5,8
844,11,85,621
845,23,291,8
846,14,116,622
847,6,292,623
848,14,271,624
849,0,142,625
850,9,293,8
851,0,110,626
852,0,11,627
853,20,236,628
854,7,41,629
855,15,110,630
856,0,228,631
857,12,262,632
858,2,108,8
859,22,27,8
860,12,110,178
861,14,24,633
862,4,294,8
863,14,295,8
864,17,25,634
865,8,61,635
866,11,296,636
867,0,109,8
868,10,123,637
869,18,70,8
870,21,80,638
871,2,217,639
872,0,46,8
873,20,84,8
874,5,99,640
875,0,41,641
876,17,110,642
877,4,297,643
878,0,298,8
879,14,110,8
880,21,230,644
881,10,131,8
882,5,59,645
883,4,114,646
884,0,56,647
885,17,8,648
886,0,130,8
887,7,217,649
888,13,31,650
889,1,299,651
890,24,59,652
891,18,300,8
892,4,108,653
893,18,301,654
894,24,7,655
895,1,302,656
896,12,102,657
897,0,14,658
898,23,12,659
899,11,76,660
900,17,17,661
901,0,76,8
902,8,8,662
903,4,108,663
904,19,60,664
905,24,122,665
906,17,269,8
907,2,9,666
908,0,9,667
909,0,207,8
910,0,27,668
911,0,113,669
912,28,56,670
913,7,116,671
914,19,60,672
915,4,53,673
916,2,303,674
917,24,304,8
918,30,46,8
919,7,12,8
920,13,66,675
921,4,195,676
922,11,305,677
923,23,306,678
924,17,287,679
925,11,40,680
926,4,31,8
927,29,110,681
928,0,46,682
929,21,24,683
930,17,159,8
931,7,280,8
932,17,66,8
933,4,52,684
934,25,1,685
935,23,9,8
936,24,307,686
937,0,130,687
938,10,298,688
939,7,56,8
940,20,308,689
941,19,309,690
942,4,310,691
943,17,5,8
944,2,40,692
945,24,94,8
946,13,217,693
947,30,5,8
948,8,43,8
949,8,7,694
950,10,278,695
951,1,10,696
952,1,311,697
953,0,286,698
954,0,70,699
955,0,312,8
956,9,75,700
957,5,59,701
958,24,252,8
959,18,298,702
960,25,10,8
961,10,261,703
962,0,313,704
963,24,27,483
964,28,217,705
965,0,239,706
966,7,27,8
967,2,71,707
968,11,8,708
969,2,314,709
970,11,248,710
971,8,19,711
972,5,110,712
973,5,315,8
974,0,170,8
975,14,17,15
976,20,298,8
977,0,14,713
978,20,42,714
979,12,264,8
980,24,94,8
981,20,83,8
982,0,170,715
983,11,131,716
984,13,316,8
985,8,110,178
986,17,89,717
987,0,149,718
988,20,249,719
989,17,222,720
990,0,110,8
991,6,116,721
992,8,317,722
993,0,15,723
994,0,130,8
995,8,41,8
996,17,318,724
997,5,19,725
998,2,227,8
999,0,130,726
1000,20,319,727
1001,3,31,728
1002,0,320,729
1003,10,292,8
1004,8,66,730
1005,15,107,731
1006,4,321,732
1007,24,25,8
1008,4,50,8
1009,15,99,733
1010,0,7,8
1011,10,142,734
1012,28,60,8
1013,5,9,8
1014,3,110,735
1015,11,322,736
1016,20,6,737
1017,14,50,738
1018,4,323,739
1019,1,12,8
1020,7,27,328
1021,8,217,740
1022,0,31,741
1023,0,59,742
1024,7,282,743
1025,0,27,744
1026,13,110,745
1027,0,324,746
1028,1,61,747
1029,26,260,8
1030,4,115,748
1031,1,66,8
1032,15,108,749
1033,17,227,750
1034,19,60,751
1035,4,223,752
1036,9,325,753
1037,0,184,8
1038,0,7,754
1039,7,31,755
1040,17,175,756
1041,18,2,757
1042,6,53,758
1043,15,27,759
1044,6,61,760
1045,8,52,761
1046,8,27,762
1047,11,40,763
1048,9,94,764
1049,0,130,765
1050,7,45,8
1051,8,62,766
1052,0,73,767
1053,2,99,768
1054,22,57,769
1055,6,157,770
1056,5,61,8
1057,4,8,771
1058,23,40,8
1059,9,257,772
1060,1,8,773
1061,22,211,8
1062,8,110,774
1063,0,326,775
1064,25,327,776
1065,14,61,777
1066,15,123,778
1067,24,328,779
1068,17,304,780
1069,0,329,781
1070,8,9,8
1071,25,113,8
1072,24,8,782
1073,14,267,783
1074,23,125,8
1075,14,182,784
1076,20,214,785
1077,0,8,786
1078,7,61,787
1079,19,36,788
1080,25,263,8
1081,20,249,789
1082,25,131,790
1083,4,330,8
1084,4,3,791
1085,4,99,792
1086,11,132,793
1087,17,331,794
1088,8,27,795
1089,10,113,8
1090,11,26,8
1091,9,108,796
1092,8,17,797
1093,23,27,798
1094,12,113,799
1095,24,43,8
1096,10,110,800
1097,24,10,8
1098,0,269,801
1099,25,60,802
1100,8,332,803
1101,5,41,804
1102,7,41,805
1103,0,14,668
1104,18,9,806
1105,24,66,807
1106,14,333,8
1107,9,13,808
1108,9,45,809
1109,11,80,8
1110,14,334,810
1111,25,159,811
1112,11,110,8
1113,13,335,812
1114,14,7,8
1115,14,336,8
1116,7,267,813
1117,25,14,814
1118,14,3,815
1119,0,2,8
1120,18,24,816
1121,9,12,8
1122,25,223,817
1123,2,271,8
1124,13,270,8
1125,8,337,818
1126,21,338,819
1127,0,169,820
1128,17,41,821
1129,0,110,822
1130,21,151,823
1131,9,223,824
1132,9,12,825
1133,5,78,826
1134,6,60,827
1135,0,217,828
1136,13,103,829
1137,17,27,328
1138,0,339,830
1139,9,61,831
1140,4,59,832
1141,30,340,833
1142,5,218,834
1143,11,289,835
1144,0,276,836
1145,19,60,837
1146,11,56,838
1147,10,341,8
1148,17,217,839
1149,17,12,8
1150,0,249,840
1151,24,40,841
1152,24,43,8
1153,23,70,842
1154,24,246,8
1155,12,78,843
1156,7,342,8
1157,30,343,8
1158,1,209,8
1159,11,102,8
1160,4,111,844
1161,11,70,8
1162,10,13,8
1163,17,16,845
1164,8,41,846
1165,4,11,8
1166,8,344,8
1167,23,345,847
1168,11,59,8
1169,5,192,848
1170,11,250,8
1171,0,57,849
1172,0,46,850
1173,15,10,8
1174,0,56,851
1175,13,346,8
1176,18,10,8
1177,17,99,852
1178,20,59,853
1179,21,270,854
1180,5,3,8
1181,20,83,855
1182,0,114,8
1183,14,17,856
1184,15,287,857
1185,11,31,858
1186,22,123,8
1187,0,347,8
1188,2,27,8
1189,7,348,859
1190,25,5,8
1191,0,56,860
1192,8,31,861
1193,2,257,862
1194,12,24,863
1195,7,196,864
1196,2,89,865
1197,11,31,866
1198,10,10,867
1199,17,349,868
1200,10,7,8
1201,18,261,869
1202,0,46,8
1203,18,12,8
1204,13,12,870
1205,0,56,871
1206,29,27,8
1207,10,111,872
1208,1,261,873
1209,8,227,874
1210,17,12,875
1211,2,33,8
1212,0,56,8
1213,28,204,876
1214,24,113,8
1215,17,102,8
1216,10,12,877
1217,2,350,8
1218,7,351,878
1219,21,8,879
1220,20,284,880
1221,4,52,881
1222,6,122,882
1223,7,352,8
1224,0,188,883
1225,25,341,884
1226,17,5,885
1227,20,234,886
1228,15,282,887
1229,4,41,483
1230,11,251,888
1231,14,56,8
1232,14,111,889
1233,11,41,8
1234,18,164,8
1235,2,353,890
1236,17,41,891
1237,9,238,892
1238,24,122,8
1239,10,27,8
1240,8,217,893
1241,20,354,8
1242,7,52,588
1243,24,348,894
1244,17,355,895
1245,29,66,730
1246,20,107,896
1247,0,7,8
1248,17,95,8
1249,25,174,897
1250,13,13,8
1251,8,3,8
1252,17,41,898
1253,25,99,8
1254,8,154,899
1255,17,187,8
1256,5,3,8
1257,12,110,900
1258,21,8,901
1259,21,217,8
1260,28,356,902
1261,12,41,903
1262,6,357,904
1263,18,27,905
1264,0,102,906
1265,21,358,907
1266,5,9,908
1267,9,201,8
1268,1,71,8
1269,1,81,8
1270,2,99,8
1271,13,108,909
1272,24,141,8
1273,0,56,910
1274,0,176,911
1275,24,110,912
1276,17,341,913
1277,14,359,8
1278,25,344,8
1279,22,80,914
1280,1,61,915
1281,17,247,916
1282,1,61,8
1283,6,99,917
1284,1,110,8
1285,2,53,8
1286,4,59,918
1287,0,130,919
1288,5,27,920
1289,4,178,178
1290,24,41,921
1291,17,360,922
1292,13,267,923
1293,0,61,924
1294,4,361,925
1295,0,130,926
1296,11,5,8
1297,10,52,8
1298,7,43,8
1299,0,273,927
1300,14,341,928
1301,1,3,929
1302,16,362,930
1303,2,59,8
1304,7,41,931
1305,5,41,932
1306,0,168,933
1307,14,41,934
1308,0,284,935
1309,17,260,936
1310,26,363,8
1311,17,21,8
1312,19,60,937
1313,0,364,8
1314,25,113,8
1315,4,45,938
1316,11,365,8
1317,29,17,8
1318,4,43,939
1319,22,366,940
1320,8,178,941
1321,9,118,8
1322,14,129,942
1323,8,90,943
1324,16,13,944
1325,4,338,945
1326,21,259,946
1327,9,27,8
1328,8,318,677
1329,1,348,947
1330,0,102,8
1331,0,105,8
1332,11,367,948
1333,9,29,949
1334,5,77,950
1335,0,173,951
1336,4,56,8
1337,4,31,952
1338,14,217,953
1339,4,78,8
1340,17,52,542
1341,18,152,8
1342,24,1,8
1343,0,27,954
1344,0,33,955
1345,17,368,956
1346,13,99,957
1347,18,369,8
1348,9,9,8
1349,5,110,178
1350,1,12,958
1351,4,26,959
1352,14,268,960
1353,7,370,961
1354,11,371,962
1355,13,41,963
1356,0,98,964
1357,0,134,965
1358,0,193,966
1359,28,267,967
1360,28,60,8
1361,8,372,8
1362,1,76,968
1363,17,60,969
1364,26,12,970
1365,0,3,971
1366,10,70,972
1367,0,373,8
1368,17,374,973
1369,10,110,974
1370,24,196,975
1371,24,118,8
1372,17,375,976
1373,11,149,977
1374,11,264,8
1375,10,56,978
1376,17,159,979
1377,18,105,980
1378,24,9,981
1379,13,376,982
1380,20,270,983
1381,12,377,984
1382,25,8,985
1383,7,135,986
1384,10,378,987
1385,17,41,988
1386,25,129,618
1387,17,379,989
1388,25,259,8
1389,17,12,8
1390,8,380,990
1391,0,13,991
1392,17,182,992
1393,4,110,993
1394,24,341,8
1395,12,86,8
1396,27,381,8
1397,11,17,994
1398,13,98,995
1399,10,129,996
1400,11,56,997
1401,8,19,998
1402,3,305,8
1403,11,52,999
1404,5,86,8
1405,12,286,8
1406,7,113,8
1407,8,135,8
1408,22,1,1000
1409,8,43,1001
1410,17,59,8
1411,17,110,8
1412,8,31,8
1413,8,382,604
1414,8,110,8
1415,14,108,8
1416,0,383,1002
1417,0,102,1003
1418,4,351,1004
1419,17,238,8
1420,0,110,1005
1421,0,12,1006
1422,19,64,8
1423,3,328,8
1424,5,110,8
1425,7,305,8
1426,0,6,1007
1427,11,8,1008
1428,17,131,1009
1429,24,218,1010
1430,15,110,8
1431,8,61,1011
1432,4,49,1012
1433,7,60,1013
1434,11,384,8
1435,27,41,1014
1436,17,363,8
1437,0,102,1015
1438,14,385,8
1439,8,41,1016
1440,0,386,1017
1441,24,24,1018
1442,25,178,8
1443,17,14,8
1444,7,230,8
1445,29,10,8
1446,0,46,8
1447,1,110,178
1448,0,286,1019
1449,17,77,1020
1450,8,5,1021
1451,17,387,1022
1452,7,46,8
1453,8,61,1023
1454,24,388,1024
1455,4,29,1025
1456,0,226,1026
1457,22,108,1027
1458,1,161,1028
1459,14,99,1029
1460,14,40,8
1461,10,389,1030
1462,8,25,8
1463,14,27,1031
1464,13,305,677
1465,5,41,1032
1466,0,41,8
1467,17,125,1033
1468,0,390,200
1469,17,14,8
1470,4,78,8
1471,8,7,1034
1472,0,2,1035
1473,4,19,1036
1474,8,80,1037
1475,0,61,1038
1476,10,12,1039
1477,8,318,1040
1478,7,217,1041
1479,17,175,1042
1480,5,108,1043
1481,13,267,8
1482,2,135,8
1483,11,131,8
1484,15,99,8
1485,17,333,1044
1486,24,110,8
1487,5,9,1045
1488,17,379,8
1489,0,176,8
1490,0,46,1046
1491,17,25,1047
1492,11,80,1048
1493,15,170,8
1494,10,391,8
1495,9,78,8
1496,14,341,8
1497,8,89,8
1498,15,326,1049
1499,17,223,1050
1500,11,70,1051
1501,8,5,8
1502,22,27,8
1503,11,8,1052
1504,14,7,1053
1505,17,110,1054
1506,0,65,1055
1507,0,204,1056
1508,0,27,1057
1509,3,7,8
1510,0,178,178
1511,26,334,8
1512,11,31,8
1513,17,131,8
1514,0,392,1058
1515,8,332,1059
1516,9,24,1060
1517,1,110,178
1518,14,393,1061
1519,0,77,8
1520,8,394,1062
1521,0,130,1063
1522,7,24,1064
1523,7,45,1065
1524,11,395,1066
1525,8,31,8
1526,24,29,1067
1527,25,178,8
1528,8,8,1068
1529,4,17,8
1530,8,318,1069
1531,4,113,8
1532,0,61,1070
1533,20,70,1071
1534,0,60,1072
1535,0,7,1073
1536,25,396,8
1537,11,159,1074
1538,4,378,1075
1539,0,329,1076
1540,4,5,8
1541,12,397,1077
1542,17,149,1078
1543,11,1,1079
1544,5,43,24
1545,20,139,1080
1546,0,130,8
1547,24,12,8
1548,1,24,1081
1549,19,60,1082
1550,24,141,1083
1551,8,27,1084
1552,8,43,1085
1553,14,28,1086
1554,0,43,8
1555,5,108,1087
1556,15,110,1088
1557,11,31,8
1558,14,56,1089
1559,12,110,1090
1560,4,8,8
1561,9,110,8
1562,12,398,1091
1563,0,110,1092
1564,17,9,1093
1565,25,399,1094
1566,11,400,1095
1567,9,401,8
1568,8,7,1096
1569,14,12,8
1570,24,195,1097
1571,4,41,1098
1572,11,41,8
1573,8,19,1099
1574,7,61,8
1575,0,402,1100
1576,4,3,1101
1577,0,109,1102
1578,25,7,1103
1579,5,8,1104
1580,13,403,1105
1581,12,110,1106
1582,17,404,1107
1583,8,108,1108
1584,5,9,8
1585,23,31,8
1586,19,104,1109
1587,15,99,1110
1588,4,179,8
1589,4,41,1111
1590,0,249,8
1591,24,140,8
1592,1,110,178
1593,13,316,1112
1594,11,12,1113
1595,0,130,1114
1596,25,405,1115
1597,0,15,1116
1598,17,43,8
1599,0,220,1117
1600,9,159,8
1601,11,130,8
1602,17,7,1118
1603,7,249,1119
1604,0,173,1120
1605,25,181,8
1606,6,86,1121
1607,14,113,1122
1608,24,3,1123
1609,23,5,41
1610,9,113,1124
1611,24,12,1125
1612,28,68,8
1613,14,114,1126
1614,8,164,8
1615,25,159,1127
1616,0,406,1128
1617,11,204,1129
1618,14,269,1130
1619,10,61,1131
1620,11,251,1132
1621,9,94,8
1622,24,213,1133
1623,0,138,1134
1624,7,23,8
1625,2,17,1135
1626,8,3,8
1627,11,102,1136
1628,1,110,8
1629,0,407,1137
1630,17,12,1138
1631,13,110,178
1632,1,208,1139
1633,17,217,1140
1634,13,159,1141
1635,11,130,8
1636,15,61,1142
1637,0,128,1143
1638,24,41,8
1639,20,224,8
1640,5,408,1144
1641,13,149,1145
1642,8,66,1146
1643,8,116,1147
1644,8,8,1148
1645,4,43,8
1646,14,409,1149
