cust_id,date_1,query_1,query_2,query_3,query_4,query_5,query_6
411,7484,11,3,0,1,0,1
412,7626,11,2,1,0,1,0
413,7132,53,2,0,0,0,0
414,7253,11,2,0,0,0,0
415,7642,11,2,2,0,2,0
416,7697,11,2,1,0,1,0
417,7526,11,8,0,1,0,1
418,7341,11,2,0,0,0,0
419,7124,11,3,0,0,0,0
420,7513,11,3,0,1,0,1
421,7468,11,3,0,1,0,1
422,7241,11,2,0,0,0,0
423,7616,11,3,0,0,0,0
424,7589,11,2,0,0,0,0
425,7485,11,2,0,0,0,0
426,7646,11,2,3,0,5,0
427,7177,11,3,0,1,0,1
428,7473,53,2,2,0,2,0
429,7468,11,2,1,0,1,0
430,7682,53,8,1,0,1,0
431,7277,11,2,1,0,1,0
432,7660,11,2,1,0,1,0
433,7743,51,2,1,0,1,0
434,7627,11,2,1,0,1,0
435,7709,24,2,1,0,1,0
436,7640,11,2,1,0,1,0
437,7480,11,3,0,0,0,0
438,7734,11,2,1,0,1,0
439,7340,24,2,0,0,0,0
440,7466,24,2,0,0,0,0
441,7480,51,2,1,0,1,0
442,7603,11,3,1,1,1,1
443,7315,51,2,0,0,0,0
444,7686,11,2,2,0,2,0
445,7668,53,8,1,0,1,0
446,6992,11,2,0,0,0,0
447,7579,24,2,0,0,0,0
448,7619,11,3,0,1,0,1
449,7639,53,8,0,0,0,0
450,7630,53,8,0,0,0,0
451,7534,53,2,1,0,1,0
452,7261,11,3,0,1,0,1
453,7659,53,8,0,0,0,0
454,7344,11,2,0,0,0,0
455,7451,53,8,0,0,0,0
456,7607,11,2,4,0,4,0
457,7298,11,2,0,0,0,0
458,7528,24,2,2,0,2,0
459,7465,11,2,0,0,0,0
460,7422,53,2,0,0,0,0
461,7423,11,3,0,0,0,0
462,7423,23,2,0,0,0,0
463,7105,11,2,0,0,0,0
464,7288,53,2,1,0,1,0
465,7452,11,2,2,0,2,0
466,7208,11,2,0,0,0,0
467,7638,24,2,0,0,0,0
468,7502,11,2,1,0,1,0
469,7317,11,2,1,0,1,0
470,7576,53,8,3,0,3,0
471,7621,24,2,3,0,3,0
472,7607,51,2,1,0,1,0
473,7646,51,2,1,0,1,0
474,7433,11,2,0,0,0,0
475,7558,53,2,1,0,1,0
476,7463,51,2,1,0,1,0
477,7666,53,8,0,0,0,0
478,7644,11,2,1,0,1,0
479,7684,11,2,1,0,1,0
480,7488,11,3,0,0,0,0
481,7463,11,2,0,0,0,0
482,7486,53,2,0,0,0,0
483,7522,11,2,2,0,3,0
484,7467,11,2,0,0,0,0
485,7502,11,3,0,2,0,2
486,7652,53,8,0,0,0,0
487,7481,11,3,1,1,1,1
488,7599,11,8,0,0,0,0
489,7464,24,2,0,0,0,0
490,7660,53,8,0,0,0,0
491,7504,11,3,0,0,0,0
492,7164,51,2,1,0,1,0
493,7544,11,2,0,0,0,0
494,7469,11,2,1,1,1,1
495,7343,11,2,0,0,0,0
496,7101,11,2,0,0,0,0
497,7151,11,2,0,0,0,0
498,7600,12,2,2,0,2,0
499,7561,24,2,0,0,0,0
500,7524,11,8,0,0,0,0
501,7400,11,2,2,0,3,0
502,7683,11,2,2,0,2,0
503,6934,11,2,0,0,0,0
504,7479,11,3,0,1,0,1
505,7318,11,3,0,0,0,0
506,7160,11,2,0,0,0,0
507,7732,11,2,1,0,1,0
508,7505,53,2,1,0,1,0
509,7498,11,2,3,0,3,0
510,6910,53,2,0,0,0,0
511,7684,53,8,0,0,0,0
512,7154,11,3,0,1,0,1
513,7586,53,8,0,0,0,0
514,7736,11,2,1,0,1,0
515,7482,24,2,0,0,0,0
516,7662,11,2,1,0,1,0
517,7454,11,2,0,0,0,0
518,7413,11,3,0,0,0,0
519,7496,11,2,3,0,3,0
520,7431,53,2,0,0,0,0
521,7492,51,2,2,0,2,0
522,7227,11,3,0,0,0,0
523,7516,53,2,1,0,1,0
524,7646,11,2,0,0,0,0
525,7357,24,2,0,0,0,0
526,7369,11,2,1,0,1,0
527,7479,11,2,1,0,1,0
528,7457,51,2,0,0,0,0
529,7492,11,2,1,0,1,0
530,7605,12,2,1,0,1,0
531,7540,11,3,0,1,0,1
533,7669,11,2,1,1,1,1
534,7390,51,2,0,0,0,0
535,7619,11,2,1,0,1,0
536,7663,11,3,0,1,0,1
537,7137,11,3,0,0,0,0
538,7663,11,2,1,0,1,0
539,7626,24,2,1,0,2,0
540,7681,53,8,0,0,0,0
541,7289,11,2,0,0,0,0
542,7634,11,2,0,0,0,0
543,7526,51,2,1,0,1,0
544,7677,11,2,1,0,1,0
545,7496,11,2,2,0,4,0
546,7470,11,8,0,0,0,0
547,7747,53,8,0,0,0,0
548,7432,51,2,0,0,0,0
549,7506,53,2,0,0,0,0
550,7649,11,2,1,0,1,0
551,7565,24,2,0,0,0,0
552,7477,12,2,2,0,2,0
553,7485,11,2,2,0,2,0
554,7651,11,2,2,0,2,0
555,7452,11,3,0,0,0,0
556,7502,11,2,2,0,2,0
557,7509,11,2,1,0,2,0
558,7386,11,2,0,0,0,0
559,7447,11,2,0,0,0,0
560,7459,11,3,0,0,0,0
561,7536,11,2,2,0,2,0
562,7592,51,2,2,0,2,0
563,7395,51,2,5,0,5,0
564,7345,53,2,0,0,0,0
565,7255,24,2,0,0,0,0
566,7617,53,8,3,0,3,0
567,7628,11,2,0,0,0,0
568,7726,11,2,2,0,2,0
569,6987,23,2,0,0,0,0
570,7556,11,2,0,0,0,0
571,7605,11,3,1,1,1,1
572,7395,11,2,0,0,0,0
573,7625,11,2,0,0,0,0
574,7597,11,2,0,0,0,0
575,7624,53,8,0,0,0,0
576,7194,11,2,1,0,1,0
577,7410,11,2,0,0,0,0
578,7547,11,2,3,0,3,0
579,7551,11,2,0,0,0,0
580,7373,11,3,0,0,0,0
581,7304,11,2,0,0,0,0
582,7443,11,2,0,0,0,0
583,7201,11,2,0,0,0,0
584,7330,11,2,1,0,1,0
585,7632,11,2,1,0,1,0
586,7500,11,2,1,1,1,1
587,6824,51,2,0,0,0,0
588,7360,11,2,2,0,2,0
589,7633,11,2,1,0,1,0
590,7688,12,2,1,0,1,0
591,7379,11,3,0,0,0,0
592,7514,53,2,1,0,1,0
593,7650,11,2,1,0,1,0
594,7386,24,2,0,0,0,0
595,7729,11,2,1,0,1,0
596,7663,11,2,0,0,0,0
597,7415,11,8,0,0,0,0
598,7254,11,3,0,1,0,1
599,7513,24,2,1,1,1,1
600,7640,11,3,0,0,0,0
601,7229,11,3,0,0,0,0
602,7473,11,2,1,0,1,0
603,7343,11,2,3,0,3,0
604,7489,11,2,3,2,3,2
605,7348,11,3,0,0,0,0
606,7494,11,2,2,0,2,0
607,7416,11,3,0,0,0,0
608,7505,11,2,1,1,1,1
609,7420,11,2,5,0,5,0
610,7652,11,3,0,1,0,1
611,7489,11,3,0,1,0,1
612,7499,53,2,0,0,0,0
613,7496,11,2,4,0,4,0
614,7369,11,3,0,0,0,0
615,7262,11,2,0,0,0,0
616,7624,53,8,0,0,0,0
617,7693,51,2,3,0,3,0
618,7338,11,3,0,1,0,1
619,7488,11,2,1,0,1,0
620,7346,11,2,3,0,6,0
621,7527,11,3,0,2,0,2
622,7541,51,2,0,0,0,0
623,7485,11,2,2,0,2,0
624,7553,11,2,0,0,0,0
625,7501,11,2,3,0,3,0
626,6932,11,3,0,0,0,0
627,7460,11,3,0,0,0,0
628,7935,11,2,2,0,2,0
630,7422,11,3,0,0,0,0
631,7491,53,2,1,0,1,0
632,7566,24,2,0,0,0,0
634,7155,11,2,1,0,1,0
635,7447,11,2,0,0,0,0
636,7407,11,2,0,0,0,0
637,7611,53,8,1,0,1,0
638,7188,24,2,0,0,0,0
639,7681,11,2,1,0,1,0
640,7283,11,3,2,1,2,1
641,7326,11,3,0,0,0,0
642,7661,11,3,0,0,0,0
643,7489,24,2,2,0,2,0
644,7356,24,2,0,0,0,0
645,7450,12,2,0,0,0,0
646,7319,11,2,0,0,0,0
647,7429,11,2,0,0,0,0
648,7650,11,2,2,0,2,0
649,7545,11,3,0,0,0,0
650,7663,53,8,0,0,0,0
651,7645,53,8,0,0,0,0
652,7508,11,2,2,0,2,0
653,7197,11,2,2,0,2,0
654,7667,53,8,3,0,3,0
655,7662,11,2,1,0,1,0
656,7508,11,2,1,0,1,0
657,7635,53,8,0,0,0,0
658,7333,11,2,1,1,1,1
659,7651,53,8,1,0,1,0
660,7232,23,2,0,0,0,0
661,7674,51,2,2,0,2,0
662,7459,51,2,0,0,0,0
663,7453,11,2,0,0,0,0
664,7506,11,3,2,2,2,2
665,7540,11,3,0,1,0,1
666,7149,11,2,0,0,0,0
667,7389,11,8,0,0,0,0
668,7671,11,3,0,1,0,1
669,,,,0,0,0,0
670,7305,11,2,0,0,0,0
671,7475,53,2,0,0,0,0
672,7635,11,2,2,0,2,0
673,7542,11,2,1,0,1,0
674,7699,51,2,2,0,2,0
675,7523,11,2,1,0,1,0
676,7633,11,2,1,1,1,1
677,7702,11,3,3,1,3,1
678,7416,11,2,1,0,1,0
679,7659,11,2,1,0,1,0
680,7616,53,8,0,0,0,0
681,7166,11,8,0,0,0,0
682,7479,11,2,0,0,0,0
683,7702,11,2,2,0,2,0
684,7604,11,2,1,0,1,0
685,7736,11,2,1,1,1,1
686,7559,11,3,0,0,0,0
687,7480,11,3,0,1,0,1
688,7528,53,2,1,0,1,0
689,7496,51,2,1,0,1,0
690,7969,51,2,3,0,5,0
691,7387,11,3,0,0,0,0
692,7619,11,2,0,0,0,0
693,7684,11,3,0,0,0,0
694,7639,53,8,0,0,0,0
695,7198,11,3,0,0,0,0
696,7526,11,2,1,0,1,0
697,7467,11,2,1,0,1,0
698,7677,53,8,1,0,1,0
699,7507,11,3,0,1,0,1
700,7536,11,2,2,0,2,0
701,7152,51,2,0,0,0,0
702,7481,51,2,1,0,1,0
703,7529,11,3,0,0,0,0
704,7625,11,2,1,0,1,0
705,7268,11,2,0,0,0,0
706,7674,24,2,1,0,1,0
707,7344,11,3,0,0,0,0
708,7556,51,2,0,0,0,0
709,7479,11,2,0,0,0,0
710,7425,11,3,0,0,0,0
711,7344,53,2,3,0,3,0
712,7646,53,8,0,0,0,0
713,7503,11,2,2,0,2,0
714,7586,11,3,0,0,0,0
715,7540,11,2,0,0,0,0
716,7507,53,2,1,0,1,0
717,7402,16,2,0,0,0,0
718,7759,11,2,1,0,1,0
719,7537,11,2,2,0,2,0
720,7495,11,2,4,0,4,0
721,7627,11,2,1,0,1,0
722,7684,11,2,2,0,2,0
723,7487,11,2,1,0,1,0
724,7593,11,2,3,0,3,0
725,7668,11,2,3,0,3,0
726,7643,11,2,2,0,2,0
727,7428,11,2,0,0,0,0
728,7636,24,2,4,0,4,0
729,7381,11,2,0,0,0,0
730,7495,11,2,1,0,1,0
731,7702,24,2,1,0,1,0
732,7542,11,2,1,0,1,0
733,7598,24,2,3,1,3,1
734,,,,0,0,0,0
735,7738,53,8,1,0,1,0
736,7366,11,2,0,0,0,0
737,7314,11,2,3,0,3,0
738,7211,11,2,2,0,2,0
739,7700,51,2,2,0,2,0
740,7188,11,2,2,0,2,0
741,7498,11,2,0,0,0,0
742,7619,11,2,0,0,0,0
743,7324,53,2,3,0,3,0
744,7684,24,2,1,0,1,0
745,7537,24,2,0,0,0,0
746,7299,51,2,0,0,0,0
747,7427,11,2,0,0,0,0
748,7667,11,2,1,0,1,0
749,7719,11,3,6,3,6,3
750,7387,11,3,0,0,0,0
751,7501,11,2,0,0,0,0
752,7501,24,2,2,0,2,0
753,7535,51,2,2,0,2,0
754,7578,11,2,0,0,0,0
755,7541,53,2,1,0,1,0
756,7477,11,2,3,0,3,0
757,7638,11,2,0,0,0,0
758,7726,53,8,0,0,0,0
759,7513,11,3,1,1,1,1
760,7509,11,2,0,0,0,0
761,7451,11,2,1,0,1,0
762,7415,11,2,0,0,0,0
763,7510,11,2,2,0,2,0
764,7534,11,3,1,1,1,1
765,7324,11,2,0,0,0,0
766,7281,11,3,0,0,0,0
767,7607,24,2,1,0,1,0
768,,,,0,0,0,0
769,7288,11,3,0,3,0,3
770,7485,11,2,2,0,2,0
771,7598,11,2,0,0,0,0
772,7543,11,2,0,0,0,0
773,7665,53,8,0,0,0,0
774,7425,11,3,0,0,0,0
775,7455,11,2,1,0,1,0
776,7621,11,3,0,1,0,1
777,7570,53,2,0,0,0,0
778,7495,53,2,3,0,3,0
779,7606,11,2,0,0,0,0
780,,,,0,0,0,0
781,7450,11,8,0,0,0,0
782,7487,11,2,4,0,4,0
783,7394,11,2,0,0,0,0
784,7726,11,8,0,0,0,0
785,7312,11,2,0,0,0,0
786,7478,53,2,1,0,1,0
787,7642,11,2,1,0,1,0
788,7460,11,2,1,0,1,0
789,7677,11,3,0,2,0,2
790,7693,11,2,0,0,0,0
791,7589,11,3,2,1,2,1
792,7493,11,2,1,0,1,0
793,6735,11,2,0,0,0,0
794,7695,11,2,1,0,1,0
795,7453,11,2,0,0,0,0
796,7456,11,2,2,0,2,0
797,7239,11,2,0,0,0,0
798,7383,11,2,0,0,0,0
799,7486,51,2,1,0,1,0
800,7437,11,2,0,0,0,0
801,7353,11,2,2,0,2,0
802,7381,24,2,0,0,0,0
803,7591,11,2,0,0,0,0
804,7445,11,3,0,0,0,0
805,7652,53,8,0,1,0,1
806,7493,53,2,1,0,1,0
807,7465,11,2,0,0,0,0
808,7506,53,2,0,0,0,0
809,7553,11,2,0,0,0,0
810,7170,11,2,2,0,2,0
811,7610,11,2,1,0,1,0
812,7282,11,2,2,0,2,0
813,7527,11,2,1,0,1,0
814,7247,11,2,0,0,0,0
815,7344,53,2,0,0,0,0
816,7199,11,3,0,1,0,1
817,7669,11,2,2,0,2,0
818,7552,53,2,1,0,1,0
819,7580,11,2,0,0,0,0
820,7535,11,2,2,0,2,0
821,7474,11,3,0,0,0,0
822,7686,24,2,2,0,2,0
823,7605,11,2,2,0,2,0
